icd	term	class	secondary_ca	history_ca	coding_sys
156.0	Gallbladder	GI cancer			icd9
156.1	Extrahepatic bile ducts	GI cancer			icd9
156.2	Ampulla of vater	GI cancer			icd9
156.8	Other	GI cancer			icd9
156.9	Biliary tract,part unspecified	GI cancer			icd9
157	Malignant neoplasm of pancreas	GI cancer			icd9
157.0	Head of pancreas	GI cancer			icd9
157.1	Body of pancreas	GI cancer			icd9
157.2	Tail of pancreas	GI cancer			icd9
157.3	Pancreatic duct	GI cancer			icd9
157.4	Islets of langerhans	GI cancer			icd9
157.8	Other	GI cancer			icd9
157.9	Part unspecified	GI cancer			icd9
158	Malignant neoplasm of retroperitoneum and peritoneum	GI cancer			icd9
158.0	Retroperitoneum	GI cancer			icd9
158.8	Specified parts of peritoneum	GI cancer			icd9
158.9	Peritoneum, unspecified	GI cancer			icd9
159	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	GI cancer			icd9
159.0	Intestinal tract, part unspecified	GI cancer			icd9
159.1	Spleen, not elsewhere classified	GI cancer			icd9
159.8	Other	GI cancer			icd9
159.9	Ill-defined 	GI cancer			icd9
160	Malignant neoplasm of nasal cavities, middle ear and accessory sinuses	respiratory and intrathoracic cancer			icd9
160.0	Nasal cavities	respiratory and intrathoracic cancer			icd9
160.1	Auditory tube, middle ear and mastoid air cells	respiratory and intrathoracic cancer			icd9
160.2	Maxillary sinus	respiratory and intrathoracic cancer			icd9
160.3	Ethmoidal sinus	respiratory and intrathoracic cancer			icd9
160.4	Frontal sinus	respiratory and intrathoracic cancer			icd9
160.5	Sphenoidal sinus	respiratory and intrathoracic cancer			icd9
160.8	Other	respiratory and intrathoracic cancer			icd9
160.9	Accessory sinus, unspecified	respiratory and intrathoracic cancer			icd9
161	Malignant neoplasm of larynx	respiratory and intrathoracic cancer			icd9
161.0	Glottis	respiratory and intrathoracic cancer			icd9
161.1	Supraglottis	respiratory and intrathoracic cancer			icd9
161.2	Subglottis	respiratory and intrathoracic cancer			icd9
161.3	Laryngeal cartilages	respiratory and intrathoracic cancer			icd9
161.8	Other	respiratory and intrathoracic cancer			icd9
161.9	Larynx, unspecified	respiratory and intrathoracic cancer			icd9
163.1	Visceral	respiratory and intrathoracic cancer			icd9
163.8	Other	respiratory and intrathoracic cancer			icd9
163.9	Pleura, unspecified	respiratory and intrathoracic cancer			icd9
164	Malignant neoplasm of thymus, heart and mediastinum	respiratory and intrathoracic cancer			icd9
164.0	Thymus	respiratory and intrathoracic cancer			icd9
164.1	Heart	respiratory and intrathoracic cancer			icd9
164.2	Anterior mediastinum	respiratory and intrathoracic cancer			icd9
164.3	Posterior mediastinum	respiratory and intrathoracic cancer			icd9
164.8	Other	respiratory and intrathoracic cancer			icd9
164.9	Mediastinum, part unspecified	respiratory and intrathoracic cancer			icd9
165	Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs	respiratory and intrathoracic cancer			icd9
165.0	Upper respiratory tract, part unspecified	respiratory and intrathoracic cancer			icd9
165.8	Other	respiratory and intrathoracic cancer			icd9
165.9	Ill-defined sites within the respiratory system	respiratory and intrathoracic cancer			icd9
170	Malignant neoplasm of bone and articular cartilage	bone and cartilage cancer			icd9
170.0	Bones of skull and face	bone and cartilage cancer			icd9
170.1	Lower jaw bone	bone and cartilage cancer			icd9
170.2	Vertebral column, excluding sacrum and coccyx	bone and cartilage cancer			icd9
170.3	Ribs, sternum and clavicle	bone and cartilage cancer			icd9
170.4	Long bones of upper limb and scapula	bone and cartilage cancer			icd9
170.5	Upper limb, short bones	bone and cartilage cancer			icd9
170.6	Pelvic bones, sacrum and coccyx	bone and cartilage cancer			icd9
170.7	Lower limb, long bones	bone and cartilage cancer			icd9
170.8	Lower limb, short bones	bone and cartilage cancer			icd9
170.9	Site unspecified	bone and cartilage cancer			icd9
171	Malignant neoplasm of connective and other soft tissue	bone and cartilage cancer			icd9
171.0	Head, face and neck	bone and cartilage cancer			icd9
171.2	Upper limb, including shoulder	bone and cartilage cancer			icd9
171.3	Lower limb, including hip	bone and cartilage cancer			icd9
171.4	Thorax	bone and cartilage cancer			icd9
171.5	Abdomen	bone and cartilage cancer			icd9
171.6	Pelvis	bone and cartilage cancer			icd9
171.7	Trunk, unspecified	bone and cartilage cancer			icd9
171.8	Other	bone and cartilage cancer			icd9
171.9	Site unspecified	bone and cartilage cancer			icd9
172	Malignant melanoma of skin	skin cancer			icd9
172.0	Lip	skin cancer			icd9
172.1	Eyelid, including canthus	skin cancer			icd9
172.2	Ear and external auricular canal	skin cancer			icd9
172.3	Other and unspecified parts of face	skin cancer			icd9
172.4	Scalp and neck	skin cancer			icd9
172.5	Trunk, except scrotum	skin cancer			icd9
172.6	Upper limb including shoulder	skin cancer			icd9
172.7	Lower limb including hip	skin cancer			icd9
172.8	Other	skin cancer			icd9
172.9	Site unspecified	skin cancer			icd9
173	Other malignant neoplasm of skin	skin cancer			icd9
173.0	Skin of lip	skin cancer			icd9
173.1	Eyelid, including canthus	skin cancer			icd9
173.2	Ear and external auricular canal	skin cancer			icd9
173.3	Skin of other and unspecified parts of face	skin cancer			icd9
173.4	Scalp and skin of neck	skin cancer			icd9
173.5	Skin of trunk, except scrotum	skin cancer			icd9
173.6	Skin of upper limb, including shoulder	skin cancer			icd9
173.7	Skin of lower limb, including hip	skin cancer			icd9
173.8	Other	skin cancer			icd9
173.9	Site unspecified	skin cancer			icd9
179	Malignant neoplasm of uterus, part unspecified	mesothelial and tissue cancer			icd9
180	Malignant neoplasm of cervix uteri	mesothelial and tissue cancer			icd9
180.0	Endocervix	mesothelial and tissue cancer			icd9
180.1	Exocervix	mesothelial and tissue cancer			icd9
180.8	Other	mesothelial and tissue cancer			icd9
180.9	Cervix uteri, unspecified	mesothelial and tissue cancer			icd9
181	Malignant neoplasm of placenta	mesothelial and tissue cancer			icd9
182	Malignant neoplasm of body of uterus	mesothelial and tissue cancer			icd9
182.0	Corpus uteri, except isthmus	mesothelial and tissue cancer			icd9
182.1	Isthmus	mesothelial and tissue cancer			icd9
182.8	Other	mesothelial and tissue cancer			icd9
183	Malignant neoplasm of ovary and other uterine adnexa	female genital organs			icd9
183.0	Ovary	female genital organs			icd9
183.2	Fallopian tube	female genital organs			icd9
183.3	Broad ligament	female genital organs			icd9
183.4	Parametrium	female genital organs			icd9
183.5	Round ligament	female genital organs			icd9
183.8	Other	female genital organs			icd9
183.9	Uterine adnexa, unspecified	female genital organs			icd9
184	Malignant neoplasm of other and unspecified female genital organs	female genital organs			icd9
184.0	Vagina	female genital organs			icd9
184.1	Labia majora	female genital organs			icd9
184.2	Labia minora	female genital organs			icd9
184.3	Clitoris	female genital organs			icd9
184.4	Vulva, unspecified	female genital organs			icd9
184.8	Other	female genital organs			icd9
184.9	Site unspecified	female genital organs			icd9
186.9	Other and unspecified	female genital organs			icd9
187	Malignant neoplasm of penis and other male genital organs	male genital organs			icd9
187.1	Prepuce	male genital organs			icd9
187.2	Glans penis	male genital organs			icd9
187.3	Body of penis	male genital organs			icd9
187.4	Penis, part unspecified	male genital organs			icd9
187.5	Epididymis	male genital organs			icd9
187.6	Spermatic cord	male genital organs			icd9
187.7	Scrotum	male genital organs			icd9
187.8	Other	male genital organs			icd9
187.9	Site unspecified	male genital organs			icd9
188	Malignant neoplasm of bladder	urinary tract cancer			icd9
188.0	Trigone	urinary tract cancer			icd9
188.1	Dome	urinary tract cancer			icd9
188.2	Lateral wall	urinary tract cancer			icd9
188.3	Anterior wall	urinary tract cancer			icd9
188.4	Posterior wall	urinary tract cancer			icd9
188.5	Bladder neck	urinary tract cancer			icd9
188.6	Ureteric orifice	urinary tract cancer			icd9
188.7	Urachus	urinary tract cancer			icd9
188.8	Other	urinary tract cancer			icd9
188.9	Part unspecified	urinary tract cancer			icd9
189	Malignant neoplasm of kidney and other and unspecified urinary organs	urinary tract cancer			icd9
189.0	Kidney, except pelvis	urinary tract cancer			icd9
189.1	Renal pelvis	urinary tract cancer			icd9
189.2	Ureter	urinary tract cancer			icd9
189.3	Urethra	urinary tract cancer			icd9
189.4	Paraurethral glands	urinary tract cancer			icd9
189.8	Other	urinary tract cancer			icd9
189.9	Site unspecified	urinary tract cancer			icd9
190	Malignant neoplasm of eye	eye cancer			icd9
190.0	Eyeball, except conjunctiva, cornea, retina and choroid	eye cancer			icd9
190.1	Orbit	eye cancer			icd9
190.2	Lacrimal gland	eye cancer			icd9
190.3	Conjunctiva	eye cancer			icd9
190.4	Cornea	eye cancer			icd9
190.5	Retina	eye cancer			icd9
190.6	Choroid	eye cancer			icd9
190.7	Lacrimal duct	eye cancer			icd9
190.8	Other	eye cancer			icd9
190.9	Part unspecified	eye cancer			icd9
191	Malignant neoplasm of brain	CNS cancer			icd9
191.0	Cerebrum, except lobes and ventricles	CNS cancer			icd9
191.1	Frontal lobe	CNS cancer			icd9
191.2	Temporal lobe	CNS cancer			icd9
191.3	Parietal lobe	CNS cancer			icd9
191.4	Occipital lobe	CNS cancer			icd9
191.5	Ventricle	CNS cancer			icd9
191.6	Cerebellum	CNS cancer			icd9
191.7	Brain stem	CNS cancer			icd9
191.8	Other	CNS cancer			icd9
191.9	Brain, unspecified	CNS cancer			icd9
192	Malignant neoplasm of other and unspecified parts of nervous system	CNS cancer			icd9
192.0	Cranial nerves	CNS cancer			icd9
192.1	Cerebral meninges	CNS cancer			icd9
192.2	Spinal cord	CNS cancer			icd9
192.3	Spinal meninges	CNS cancer			icd9
192.8	Other	CNS cancer			icd9
192.9	Part unspecified	CNS cancer			icd9
193	Malignant neoplasm of thyroid gland	thyroid or endocrine cancer			icd9
194	Malignant neoplasm of other endocrine glands and related structures	thyroid or endocrine cancer			icd9
194.0	Suprarenal gland	thyroid or endocrine cancer			icd9
194.1	Parathyroid gland	thyroid or endocrine cancer			icd9
194.3	Pituitary gland and craniopharyngeal duct	thyroid or endocrine cancer			icd9
194.4	Pineal gland	thyroid or endocrine cancer			icd9
194.5	Carotid body	thyroid or endocrine cancer			icd9
194.6	Aortic body and other paraganglia	thyroid or endocrine cancer			icd9
194.8	Other	thyroid or endocrine cancer			icd9
194.9	Site unspecified	thyroid or endocrine cancer			icd9
195	Malignant neoplasm of other and ill-defined sites	secondary and unspecified sites	1		icd9
195.0	Head, face and neck	secondary and unspecified sites	1		icd9
195.1	Thorax	secondary and unspecified sites	1		icd9
195.2	Abdomen	secondary and unspecified sites	1		icd9
195.3	Pelvis	secondary and unspecified sites	1		icd9
195.4	Upper limb	secondary and unspecified sites	1		icd9
195.5	Lower limb	secondary and unspecified sites	1		icd9
195.8	Other specified sites	secondary and unspecified sites	1		icd9
196	Secondary and unspecified malignant neoplasm of lymph nodes	secondary and unspecified sites	1		icd9
196.0	Head, face and neck	secondary and unspecified sites	1		icd9
196.1	Intrathoracic	secondary and unspecified sites	1		icd9
196.2	Intra-abdominal	secondary and unspecified sites	1		icd9
196.3	Axilla and upper limb	secondary and unspecified sites	1		icd9
196.5	Inguinal and lower limb	secondary and unspecified sites	1		icd9
196.6	Intrapelvic	secondary and unspecified sites	1		icd9
196.8	Multiple sites	secondary and unspecified sites	1		icd9
196.9	Site unspecified	secondary and unspecified sites	1		icd9
197.1	Mediastinum	secondary and unspecified sites	1		icd9
197.2	Pleura	secondary and unspecified sites	1		icd9
197.3	Other respiratory organs	secondary and unspecified sites	1		icd9
197.4	Small intestine, including duodenum	secondary and unspecified sites	1		icd9
197.6	Retroperitoneum and peritoneum	secondary and unspecified sites	1		icd9
197.7	Liver	secondary and unspecified sites	1		icd9
197.8	Other digestive organs	secondary and unspecified sites	1		icd9
198	Secondary malignant neoplasm of other specified sites	secondary and unspecified sites	1		icd9
198.0	Kidney	secondary and unspecified sites	1		icd9
198.1	Other urinary organs	secondary and unspecified sites	1		icd9
198.2	Skin	secondary and unspecified sites	1		icd9
198.3	Brain and spinal cord	secondary and unspecified sites	1		icd9
198.4	Other parts of nervous system	secondary and unspecified sites	1		icd9
198.5	Bone and bone marrow	secondary and unspecified sites	1		icd9
198.6	Ovary	secondary and unspecified sites	1		icd9
198.7	Suprarenal gland	secondary and unspecified sites	1		icd9
198.8	Other specified sites	secondary and unspecified sites	1		icd9
199	Malignant neoplasm without specification of site	secondary and unspecified sites	1		icd9
199.0	Disseminated	secondary and unspecified sites	1		icd9
199.1	Other	secondary and unspecified sites	1		icd9
