MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
1906671000006115	10	7Q0J2	7Q0J200	Other specified other chemotherapy drugs	897661000000105	2309331000000117	32
1906681000006117	4	7Q0J3	7Q0J300	Unspecified other chemotherapy drugs	897661000000105	2309331000000117	32
2156761000000117	2000	8BAl	8BAl.00	Neoadjuvant chemotherapy	829591000000101	2156761000000117	32
2189111000000116	500	7L1d4	7L1d400	Electrochemotherapy	843671000000104	2189111000000116	32
3250481000006117	200	^ESCTPH325048		Photochemotherapy with psoralens and ultraviolet A	46467001	77455015	32
3926581000006116	1	^ESCTIN392658		Intra-arterial infusion of cancer chemotherapy agent	87776000	145528018	31
4177051000006118	20	^ESCTEF417705		Effects of chemotherapy	110264005	175033016	31
4542341000006114	2	^ESCTHI454234		History of chemotherapy	161653008	2986662016	32
4621921000006119	1	^ESCTEX462192		External beam - surgery with chemotherapy	169335009	262803016	32
4621931000006116	10	^ESCTEX462193		External beam with chemotherapy	169336005	262804010	32
4622531000006115	1	^ESCTRA462253		Radiochemotherapy: oral route	169399001	262875012	32
4622551000006110	2	^ESCTRA462255		Radiochemotherapy: IV route	169400008	262876013	32
4645851000006119	200	^ESCTIN464585		Intrathecal injection of chemotherapeutic agent	171765004	266037013	32
5013391000006114	10	^ESCTIN501339		Injection of chemotherapeutic substance into subcutaneous reservoir	230857009	345876010	31
5453611000006111	10	^ESCTPO545361		Post-chemotherapy	262502001	390442010	31
6385891000006119	1	^ESCTRE638589		Reason for change in planned chemotherapy treatment	373832009	1212279015	31
6385911000006117	5	^ESCTCH638591		Chemotherapy changed - acute chemotherapy toxicity	373834005	1212281018	31
6443681000006116	60	^ESCTCH644368		Chemotherapy care	385786002	1479978015	31
6619221000006110	200	^ESCTTO661922		Toxicity due to chemotherapy	399213007	1778666016	32
7383801000006114	2	^ESCTIN738380		Induction chemotherapy	450827009	2917065015	31
7575501000006119	300	^ESCTCO757550		Combined chemotherapy and radiation therapy	703423002	3008687012	32
7832251000006110	2	^ESCTAB783225		ABVD chemotherapy regimen	722482005	3333585011	31
7832401000006112	9	^ESCTRC783240		R-CHOP chemotherapy regimen	722491009	3333582014	31
8072991000006115	80	^ESCTCH807299		Chemotherapy delivery	232681000000103	374821000000118	32
8077241000006116	3	^ESCTSY807724		Symptoms due to chemotherapy	243571000000108	396861000000114	31
8268091000006116	4	^ESCTCH826809		Chemotherapy record	820271000000108	2136491000000119	31
11997991000006110	60	^ESCT1199799		Chemotherapy-induced nausea and vomiting	18846006	31779017	31
12059351000006112	3	^ESCT1205935		Anaemia due to and following chemotherapy	767657005	3673512017	31
12059381000006116	4	^ESCT1205938		Neutropenia due to and following chemotherapy	767658000	3673514016	31
12059391000006118	1	^ESCT1205939		Peripheral neuropathy due to and following chemotherapy	767659008	3673518018	31
12059401000006116	2	^ESCT1205940		CIPN - Chemotherapy-induced peripheral neuropathy	767659008	3673517011	31
12369181000006111	1	^ESCT1236918		Chemotherapy-induced change	725054001	3662403014	31
12459251000006113	10	^ESCT1245925		[V]Other prophylactic chemotherapy	451691000000109	905031000000111	31
12477161000006113	30	^ESCT1247716		[X]Other chemotherapy	468111000000107	902191000000119	32
13932321000006111	5	^ESCT1393232		HIPEC - hyperthermic intraperitoneal chemotherapy	830155008	3880773013	31
13963131000006110	2	^ESCT1396313		FOLFIRINOX antineoplastic chemotherapy regimen	870250004	3968688019	31
14639351000006110	30	^ESCT1463935		Administration of prophylactic chemotherapy	268500004	4634306017	32
1551691000000115	2000	8CRC	8CRC.00	Cancer chemotherapy management plan	1064281000000106	2673681000000114	32
1140091000000112	6000	9R59	9R59.00	Awaiting chemotherapy	512691000000101	1140091000000112	37
7011571000006116	10	^ESCTCO701157		Complication of chemotherapy	423661009	2645930011	31
8030571000006114	1	^ESCTFA803057		Fatigue due to chemotherapy or radiation therapy	97201000119101	2967613015	31
8267731000006119	3	^ESCTHY826773		Hyperthermic intraoperative peritoneal chemotherapy	819971000000103	2135841000000119	31
13932311000006115	1	^ESCT1393231		Hyperthermic intraperitoneal chemotherapy	830155008	3880770011	31
